unregistered,num_submitted,max_score,num_assessments,avg_score,active_days,min_score,std_score,total_clicks,avg_clicks_day,studied_credits,num_failed_assess,num_of_prev_attempts,imd_band_enc,highest_education_enc,risk_level,at_risk_binary,id_student,final_result
0,5.0,85.0,5.0,61.6,220.0,1.0,34.41366007852115,3365.0,3.358283433133733,60,1.0,0,7,0,0,0,682343,Pass
1,2.0,100.0,2.0,85.0,10.0,70.0,21.213203435596427,98.0,2.333333333333333,60,0.0,0,5,2,2,1,682364,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,4,2,2,1,682366,Withdrawn
0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,26.0,1.8571428571428568,120,1.0,0,9,2,2,1,682375,Withdrawn
0,5.0,100.0,5.0,76.4,45.0,57.0,19.086644545335883,1252.0,4.332179930795848,120,0.0,0,2,0,0,0,682409,Pass
0,5.0,100.0,5.0,59.0,9.0,30.0,25.436194683953808,75.0,2.7777777777777777,60,1.0,0,8,2,0,0,682480,Pass
0,5.0,100.0,5.0,59.4,20.0,38.0,24.38852189043034,634.0,3.664739884393064,60,1.0,0,3,2,0,0,682483,Pass
0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,153.0,3.1875,120,1.0,0,1,2,2,1,682538,Withdrawn
0,5.0,85.0,5.0,58.8,61.0,1.0,33.80384593504118,1544.0,4.488372093023256,60,1.0,0,3,1,0,0,682627,Pass
1,1.0,100.0,1.0,100.0,12.0,100.0,0.0,296.0,3.7948717948717943,120,0.0,0,1,2,2,1,682728,Withdrawn
1,1.0,100.0,1.0,100.0,5.0,100.0,0.0,71.0,2.290322580645161,180,0.0,0,5,2,2,1,682731,Withdrawn
0,5.0,84.0,5.0,62.2,57.0,1.0,34.71599055190562,638.0,3.2060301507537687,60,1.0,0,7,0,1,1,682887,Fail
1,4.0,70.0,4.0,46.0,33.0,1.0,32.072833779799794,542.0,3.3875,60,1.0,0,1,0,2,1,682913,Withdrawn
0,5.0,100.0,5.0,86.0,94.0,78.0,8.455767262643883,2668.0,5.546777546777546,60,0.0,0,7,1,0,0,683002,Distinction
1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,1.6538461538461535,240,0.0,0,1,3,2,1,683054,Withdrawn
0,5.0,100.0,5.0,89.2,104.0,83.0,6.534523701081817,2163.0,4.12,60,0.0,0,6,1,0,0,683120,Pass
0,5.0,100.0,5.0,71.0,203.0,58.0,16.941074346097416,5645.0,4.604404567699837,60,0.0,0,0,2,0,0,683140,Pass
0,5.0,100.0,5.0,67.4,35.0,58.0,18.24280680158621,972.0,4.084033613445378,120,0.0,0,7,2,0,0,683145,Pass
0,5.0,83.0,5.0,60.6,20.0,1.0,33.69421315300299,243.0,2.641304347826087,60,1.0,0,3,0,0,0,683164,Pass
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,0,5,0,2,1,683172,Withdrawn
0,5.0,78.0,5.0,59.4,25.0,1.0,32.913523056640415,807.0,4.338709677419355,60,1.0,0,5,1,0,0,683202,Pass
0,5.0,77.0,5.0,53.0,28.0,1.0,31.072495876578696,170.0,2.023809523809524,120,1.0,0,7,0,0,0,683275,Pass
1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,1.9444444444444444,60,0.0,0,1,2,2,1,683301,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,6,2,2,1,683315,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,0,3,2,1,683338,Withdrawn
0,5.0,100.0,5.0,72.6,55.0,55.0,20.863844324572597,956.0,3.527675276752768,60,0.0,0,4,2,0,0,683420,Pass
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,6,0,2,1,683465,Withdrawn
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,0,2,2,1,683536,Withdrawn
0,4.0,100.0,4.0,86.5,38.0,78.0,9.74679434480896,590.0,4.041095890410959,60,0.0,0,4,0,1,1,683548,Fail
0,5.0,60.0,5.0,46.4,41.0,1.0,25.4420911090264,960.0,4.571428571428571,60,1.0,0,8,0,0,0,683592,Pass
0,5.0,100.0,5.0,76.2,46.0,50.0,18.579558659989747,644.0,3.519125683060109,60,0.0,0,5,1,0,0,683618,Pass
0,5.0,81.0,5.0,62.2,60.0,1.0,34.375863625514924,1751.0,3.9615384615384617,60,1.0,0,7,2,0,0,683630,Pass
0,5.0,100.0,5.0,78.6,67.0,66.0,14.20563268566381,1246.0,3.480446927374301,60,0.0,0,3,2,0,0,683664,Pass
0,5.0,100.0,5.0,72.0,25.0,55.0,16.941074346097416,861.0,4.061320754716981,60,0.0,0,5,1,0,0,683705,Pass
0,5.0,60.0,5.0,46.6,79.0,1.0,25.657357619209343,1819.0,4.902964959568733,60,1.0,0,0,2,0,0,683742,Pass
1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,41.0,1.9523809523809523,120,0.0,0,1,0,2,1,683768,Withdrawn
0,5.0,100.0,5.0,79.4,82.0,66.0,14.328293687665674,1617.0,3.840855106888361,60,0.0,0,2,2,0,0,683779,Pass
0,5.0,100.0,5.0,75.0,94.0,65.0,14.611639196202455,2337.0,4.3118081180811805,60,0.0,0,4,1,0,0,683783,Pass
1,1.0,1.0,1.0,1.0,4.0,1.0,0.0,50.0,2.272727272727273,60,1.0,0,5,2,2,1,683792,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,0,2,2,1,683802,Withdrawn
0,5.0,100.0,5.0,86.8,43.0,82.0,7.463243262818116,637.0,2.949074074074074,120,0.0,0,2,1,0,0,683817,Distinction
0,5.0,73.0,5.0,56.4,53.0,1.0,31.02096065565991,1044.0,3.984732824427481,60,1.0,0,5,2,1,1,683838,Fail
0,5.0,100.0,5.0,77.4,47.0,67.0,13.12630945848832,1250.0,3.61271676300578,60,0.0,0,5,0,0,0,683935,Pass
1,1.0,80.0,1.0,80.0,9.0,80.0,0.0,58.0,1.7058823529411764,240,0.0,0,2,0,2,1,683947,Withdrawn
0,5.0,85.0,5.0,65.0,114.0,1.0,35.90960874195095,2212.0,3.833622183708839,60,1.0,0,7,0,0,0,683987,Pass
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,8,0,2,1,683993,Withdrawn
0,5.0,100.0,5.0,76.0,100.0,63.0,14.439529078193653,1588.0,3.710280373831776,60,0.0,0,2,2,0,0,684055,Pass
0,5.0,100.0,5.0,81.8,89.0,75.0,10.894952959971876,2286.0,3.941379310344828,60,0.0,0,1,0,0,0,684072,Pass
0,2.0,60.0,2.0,30.5,8.0,1.0,41.71930009000631,208.0,2.8493150684931505,60,1.0,0,6,2,1,1,684098,Fail
0,5.0,100.0,5.0,92.8,88.0,84.0,6.058052492344384,1209.0,3.107969151670951,60,0.0,0,5,0,0,0,684184,Distinction
0,5.0,75.0,5.0,56.4,17.0,1.0,31.651224304914336,183.0,2.44,60,1.0,0,8,1,0,0,684250,Pass
0,5.0,100.0,5.0,77.2,67.0,60.0,14.532721699667958,1279.0,3.728862973760933,60,0.0,0,0,2,0,0,684273,Pass
0,5.0,100.0,5.0,72.4,57.0,57.0,16.68232597691341,1397.0,4.084795321637427,60,0.0,0,2,4,0,0,684319,Pass
0,5.0,80.0,5.0,57.6,107.0,1.0,32.00468715672753,2536.0,3.648920863309352,60,1.0,0,7,0,0,0,684329,Pass
0,5.0,100.0,5.0,73.6,65.0,56.0,16.742162345408072,458.0,2.462365591397849,60,0.0,0,0,0,0,0,684375,Pass
0,5.0,100.0,5.0,56.2,7.0,38.0,26.780589986032798,14.0,1.1666666666666667,60,2.0,0,4,0,1,1,684420,Fail
1,4.0,100.0,4.0,74.25,14.0,58.0,18.11767093199344,179.0,2.753846153846154,60,0.0,0,3,0,2,1,684459,Withdrawn
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,3,2,1,1,684467,Fail
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,0,1,2,1,684502,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,2,2,2,1,684525,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,8,0,2,1,684607,Withdrawn
0,5.0,100.0,5.0,88.2,77.0,85.0,6.610597552415363,1163.0,3.0445026178010477,120,0.0,0,5,0,0,0,684615,Distinction
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,4,2,2,1,684641,Withdrawn
0,2.0,62.0,2.0,31.5,18.0,1.0,43.1335136523794,213.0,2.340659340659341,60,1.0,0,3,2,1,1,684681,Fail
0,5.0,68.0,5.0,45.6,105.0,1.0,26.23547217032695,2085.0,4.316770186335404,60,1.0,0,3,2,0,0,684687,Pass
0,5.0,100.0,5.0,60.6,41.0,45.0,22.788154817799533,555.0,3.245614035087719,60,0.0,0,0,2,0,0,684704,Pass
1,1.0,1.0,1.0,1.0,5.0,1.0,0.0,47.0,2.238095238095238,60,1.0,0,8,2,2,1,684736,Withdrawn
0,5.0,100.0,5.0,91.4,86.0,83.0,7.162401831787994,1505.0,3.566350710900474,120,0.0,0,3,1,0,0,684833,Distinction
1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,60,1.0,0,2,2,2,1,684890,Withdrawn
0,5.0,88.0,5.0,60.6,75.0,1.0,35.16816742453322,1239.0,3.32171581769437,60,1.0,0,6,2,0,0,684931,Pass
0,5.0,60.0,5.0,31.8,27.0,1.0,20.96902477465273,592.0,3.654320987654321,60,4.0,0,1,2,1,1,684971,Fail
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,5,0,2,1,684982,Withdrawn
1,3.0,75.0,3.0,50.333333333333336,38.0,1.0,42.72391992003231,954.0,3.5730337078651684,60,1.0,0,5,0,2,1,685000,Withdrawn
0,5.0,88.0,5.0,62.8,34.0,1.0,35.44996473905157,1143.0,4.447470817120623,60,1.0,0,6,2,0,0,685009,Pass
0,2.0,100.0,2.0,79.0,24.0,58.0,29.698484809834994,292.0,2.1159420289855078,120,0.0,0,1,2,1,1,685052,Fail
0,4.0,100.0,4.0,61.25,36.0,30.0,30.652623596249203,1567.0,8.291005291005291,60,1.0,0,3,0,1,1,685079,Fail
0,5.0,100.0,5.0,64.0,33.0,45.0,22.74862633215465,1556.0,4.8930817610062896,60,0.0,0,0,0,0,0,685201,Pass
0,5.0,50.0,5.0,36.4,43.0,0.0,20.94755355644186,670.0,4.267515923566879,90,2.0,0,1,2,0,0,685228,Pass
0,3.0,100.0,3.0,73.33333333333333,7.0,60.0,23.09401076758503,115.0,3.59375,60,0.0,0,1,2,1,1,685257,Fail
0,5.0,70.0,5.0,52.6,58.0,1.0,28.970674828177547,785.0,3.284518828451883,60,1.0,0,3,0,0,0,685267,Pass
0,5.0,100.0,5.0,74.2,41.0,65.0,14.53272169966796,864.0,3.857142857142857,60,0.0,0,1,0,0,0,685318,Pass
0,5.0,75.0,5.0,55.6,55.0,1.0,31.10948408443959,1386.0,4.4,60,1.0,0,2,0,0,0,685391,Pass
0,4.0,100.0,4.0,69.5,14.0,58.0,20.42057785666214,408.0,3.2125984251968505,60,0.0,0,6,0,1,1,685453,Fail
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,0,2,2,1,685506,Withdrawn
0,5.0,92.0,5.0,66.8,79.0,1.0,37.23842101915708,1342.0,3.4677002583979326,60,1.0,0,9,2,0,0,685592,Distinction
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,1,2,2,1,685599,Withdrawn
1,1.0,100.0,1.0,100.0,4.0,100.0,0.0,427.0,10.675,60,0.0,0,2,1,2,1,685602,Withdrawn
0,3.0,56.0,3.0,32.666666666666664,10.0,1.0,28.431203515386635,173.0,2.4714285714285715,60,1.0,0,2,3,1,1,685653,Fail
0,5.0,85.0,5.0,56.2,41.0,1.0,33.38712326631332,528.0,3.2,60,1.0,0,2,4,0,0,685702,Pass
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,0,2,2,1,685740,Withdrawn
0,1.0,100.0,1.0,100.0,11.0,100.0,0.0,156.0,2.6440677966101696,60,0.0,0,3,2,1,1,685776,Fail
0,5.0,80.0,5.0,55.0,38.0,1.0,31.1688947510174,532.0,2.923076923076923,60,1.0,0,3,1,0,0,685779,Pass
0,5.0,100.0,5.0,90.2,74.0,86.0,5.674504383644443,2213.0,4.408366533864542,60,0.0,0,9,0,0,0,685812,Distinction
0,5.0,100.0,5.0,72.2,27.0,60.0,16.037456157383563,423.0,1.9054054054054053,60,0.0,0,0,0,0,0,685829,Pass
0,5.0,87.0,5.0,65.0,45.0,1.0,36.19392214170772,1233.0,4.566666666666666,60,1.0,0,8,1,0,0,685830,Pass
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60,0.0,0,6,2,1,1,685841,Fail
0,5.0,86.0,5.0,59.2,174.0,1.0,33.774250546829315,3314.0,3.8624708624708624,120,1.0,0,3,0,0,0,685842,Pass
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,60,0.0,0,1,2,2,1,685861,Withdrawn
0,1.0,100.0,1.0,100.0,16.0,100.0,0.0,374.0,2.5616438356164384,60,0.0,0,7,2,1,1,685900,Fail
0,5.0,80.0,5.0,57.8,57.0,1.0,32.13564998564678,1401.0,4.419558359621451,120,1.0,0,6,2,0,0,686074,Pass
1,1.0,1.0,1.0,1.0,23.0,1.0,0.0,705.0,4.147058823529412,120,1.0,0,1,1,2,1,686093,Withdrawn
0,5.0,100.0,5.0,76.8,70.0,65.0,14.1315250415516,974.0,3.3819444444444446,60,0.0,0,9,0,0,0,686128,Pass
0,5.0,100.0,5.0,78.4,39.0,68.0,12.759310326189269,873.0,2.949324324324324,60,0.0,0,0,2,0,0,686182,Pass
1,2.0,100.0,2.0,80.0,32.0,60.0,28.284271247461906,365.0,2.5,60,0.0,0,1,2,2,1,686191,Withdrawn
0,5.0,100.0,5.0,82.6,69.0,75.0,9.939818911831342,1502.0,3.610576923076923,60,0.0,0,6,0,0,0,686200,Distinction
1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44.0,2.2,60,0.0,0,1,0,2,1,686201,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,7,2,2,1,686266,Withdrawn
0,1.0,100.0,1.0,100.0,5.0,100.0,0.0,105.0,2.0588235294117645,60,0.0,0,9,0,1,1,686286,Fail
0,5.0,65.0,5.0,47.2,65.0,1.0,26.630809225406576,836.0,2.943661971830986,60,1.0,0,4,2,1,1,686378,Fail
0,5.0,100.0,5.0,76.8,27.0,60.0,15.53061492665374,553.0,3.787671232876712,120,0.0,0,7,0,1,1,686402,Fail
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,4,2,2,1,686530,Withdrawn
0,4.0,90.0,4.0,56.25,32.0,1.0,38.47401720642127,434.0,2.5680473372781063,60,1.0,0,2,2,1,1,686596,Fail
1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,2.6666666666666665,60,0.0,0,2,2,2,1,686633,Withdrawn
0,5.0,100.0,5.0,94.4,108.0,85.0,5.639148871948675,3161.0,4.746246246246246,60,0.0,0,3,2,0,0,686667,Pass
0,5.0,60.0,5.0,45.0,63.0,1.0,24.71841418861655,1129.0,3.084699453551913,60,1.0,0,3,2,0,0,686670,Pass
1,3.0,100.0,3.0,81.66666666666667,44.0,65.0,17.559422921421234,1535.0,3.0157170923379173,60,0.0,0,4,2,2,1,686688,Withdrawn
1,1.0,100.0,1.0,100.0,3.0,100.0,0.0,15.0,1.6666666666666667,120,0.0,0,0,2,2,1,686703,Withdrawn
0,5.0,100.0,5.0,75.8,78.0,52.0,17.35511451993331,1040.0,2.9545454545454546,120,0.0,0,5,0,0,0,686725,Pass
1,1.0,100.0,1.0,100.0,2.0,100.0,0.0,19.0,2.7142857142857144,60,0.0,0,5,0,2,1,686752,Withdrawn
0,5.0,58.0,5.0,43.8,41.0,1.0,24.09771773425857,838.0,3.1503759398496243,60,1.0,0,0,2,0,0,686762,Pass
0,5.0,90.0,5.0,67.8,76.0,1.0,37.54597182122205,1409.0,3.957865168539326,60,1.0,0,6,0,0,0,686791,Pass
0,5.0,98.0,5.0,76.2,60.0,1.0,42.35799806412008,1018.0,3.404682274247492,60,1.0,0,7,0,0,0,686822,Pass
0,5.0,100.0,5.0,76.2,49.0,59.0,17.469974241537965,879.0,3.617283950617284,120,0.0,0,0,1,0,0,686837,Pass
0,5.0,100.0,5.0,77.2,26.0,68.0,13.084341787036903,607.0,3.4101123595505616,60,0.0,0,4,2,0,0,686938,Pass
0,5.0,83.0,5.0,63.2,80.0,1.0,35.230668458035254,1917.0,4.052854122621564,60,1.0,0,6,1,0,0,686940,Distinction
0,3.0,100.0,3.0,63.333333333333336,23.0,43.0,31.817186131607134,750.0,5.859375,120,0.0,0,4,2,1,1,686953,Fail
0,5.0,100.0,5.0,93.2,114.0,90.0,4.147288270665545,2555.0,4.265442404006678,60,0.0,0,5,2,0,0,686987,Pass
0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,6.0,1.5,60,1.0,0,0,2,1,1,687004,Fail
1,2.0,60.0,2.0,30.5,14.0,1.0,41.71930009000631,150.0,2.34375,60,1.0,0,4,2,2,1,687030,Withdrawn
0,5.0,100.0,5.0,77.2,74.0,67.0,13.14153720079961,1939.0,4.478060046189376,60,0.0,0,3,0,0,0,687037,Pass
0,5.0,64.0,5.0,44.2,65.0,1.0,25.810850431553007,915.0,3.1228668941979523,60,1.0,0,7,2,1,1,687060,Fail
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,1,1,2,1,687105,Withdrawn
0,5.0,65.0,5.0,44.2,46.0,1.0,25.252722625491295,1895.0,5.026525198938992,60,1.0,0,8,0,0,0,687122,Pass
1,1.0,100.0,1.0,100.0,2.0,100.0,0.0,3.0,1.5,60,0.0,0,2,2,2,1,687154,Withdrawn
0,5.0,63.0,5.0,45.2,61.0,1.0,25.48921340488953,1101.0,3.6578073089701,60,1.0,0,4,0,0,0,687157,Pass
0,5.0,100.0,5.0,78.8,111.0,60.0,15.319921670818031,2546.0,4.009448818897638,60,0.0,0,1,2,0,0,687173,Pass
0,5.0,100.0,5.0,72.8,21.0,61.0,15.959323293924465,440.0,3.308270676691729,60,0.0,0,2,0,0,0,687185,Pass
1,1.0,100.0,1.0,100.0,30.0,100.0,0.0,258.0,1.9111111111111112,60,0.0,0,0,2,2,1,687217,Withdrawn
1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,10.0,1.25,120,1.0,0,7,0,2,1,687256,Withdrawn
0,5.0,59.0,5.0,45.2,15.0,0.0,25.41062769787476,231.0,2.4574468085106385,60,1.0,0,1,2,0,0,687301,Pass
0,5.0,100.0,5.0,59.4,19.0,40.0,23.575410919006263,293.0,2.382113821138212,120,0.0,0,4,1,1,1,687326,Fail
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,60,0.0,0,3,2,2,1,687369,Withdrawn
0,5.0,72.0,5.0,53.6,117.0,1.0,29.73718211263468,5233.0,7.024161073825503,60,1.0,0,3,0,0,0,687378,Pass
0,5.0,100.0,5.0,72.2,79.0,55.0,21.158922467838483,2161.0,3.831560283687944,60,0.0,0,5,0,0,0,687379,Pass
0,5.0,100.0,5.0,77.4,34.0,68.0,13.069047402163635,735.0,4.060773480662983,60,0.0,0,3,0,0,0,687402,Pass
0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,8.0,2.0,60,1.0,0,9,1,1,1,687404,Fail
0,5.0,80.0,5.0,67.4,48.0,57.0,8.502940667792524,1351.0,3.849002849002849,60,0.0,0,5,1,0,0,687406,Pass
0,5.0,100.0,5.0,67.4,121.0,47.0,19.83179265724609,3147.0,4.310958904109589,60,0.0,0,0,2,0,0,687421,Pass
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,3,2,2,1,687444,Withdrawn
0,5.0,100.0,5.0,70.0,55.0,1.0,39.97499218261337,1647.0,5.006079027355623,60,1.0,0,3,0,0,0,687533,Distinction
0,5.0,100.0,5.0,81.6,89.0,74.0,10.526157893552613,1273.0,3.8459214501510575,120,0.0,0,3,1,0,0,687566,Distinction
0,5.0,100.0,5.0,86.8,76.0,80.0,7.949842765740715,1464.0,4.575,120,0.0,0,3,2,0,0,687575,Distinction
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,1,2,2,1,687578,Withdrawn
0,5.0,100.0,5.0,83.6,32.0,68.0,12.759310326189263,1165.0,4.915611814345992,120,0.0,0,5,1,0,0,687683,Pass
0,5.0,100.0,5.0,73.8,47.0,51.0,21.463923220138483,1431.0,4.646103896103896,120,0.0,0,1,2,0,0,687688,Pass
0,5.0,76.0,5.0,50.8,28.0,1.0,29.337689070545416,797.0,4.172774869109948,120,1.0,0,3,1,0,0,687769,Pass
1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,77.0,2.264705882352941,60,0.0,0,7,0,2,1,687822,Withdrawn
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.7142857142857142,60,0.0,0,1,0,2,1,687977,Withdrawn
1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,19.0,1.9,60,1.0,0,3,2,2,1,687978,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,6,0,2,1,688000,Withdrawn
0,5.0,100.0,5.0,83.8,33.0,68.0,11.519548602267363,429.0,2.68125,60,0.0,0,6,0,0,0,688011,Pass
1,3.0,100.0,3.0,76.33333333333333,21.0,64.0,20.502032419575706,313.0,2.114864864864865,60,0.0,0,0,0,2,1,688106,Withdrawn
0,5.0,65.0,5.0,45.4,12.0,1.0,27.17167642969421,64.0,1.8285714285714283,60,2.0,0,0,2,0,0,688130,Pass
0,4.0,100.0,4.0,77.0,49.0,62.0,16.206994374857626,859.0,2.8922558922558923,60,0.0,0,2,0,0,0,688135,Pass
1,2.0,100.0,2.0,77.5,3.0,55.0,31.81980515339464,50.0,1.5625,60,0.0,0,0,0,2,1,688144,Withdrawn
0,5.0,100.0,5.0,57.0,48.0,0.0,35.98610843089316,704.0,3.8054054054054056,150,1.0,0,8,0,0,0,688167,Pass
1,3.0,100.0,3.0,63.333333333333336,41.0,40.0,32.145502536643185,481.0,3.1032258064516127,120,0.0,0,5,2,2,1,688208,Withdrawn
0,1.0,100.0,1.0,100.0,3.0,100.0,0.0,63.0,2.032258064516129,60,0.0,0,3,2,1,1,688263,Fail
0,1.0,100.0,1.0,100.0,8.0,100.0,0.0,87.0,2.175,60,0.0,0,4,2,1,1,688301,Fail
0,5.0,100.0,5.0,62.6,50.0,40.0,23.63895090734781,857.0,3.4007936507936507,60,0.0,0,0,0,0,0,688376,Pass
0,1.0,100.0,1.0,100.0,10.0,100.0,0.0,187.0,2.75,60,0.0,0,0,2,1,1,688398,Fail
0,5.0,86.0,5.0,64.2,107.0,1.0,35.695938144276305,1389.0,3.299287410926366,60,1.0,0,4,0,0,0,688513,Pass
0,5.0,100.0,5.0,81.0,121.0,68.0,12.08304597359457,2202.0,3.829565217391304,60,0.0,0,6,2,0,0,688519,Pass
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,3,2,2,1,688522,Withdrawn
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.2,60,0.0,0,4,2,2,1,688545,Withdrawn
0,3.0,69.0,3.0,44.0,14.0,1.0,37.403208418530085,183.0,2.44,60,1.0,0,0,2,1,1,688599,Fail
0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,418.0,3.980952380952381,120,0.0,0,5,2,2,1,688600,Withdrawn
0,5.0,100.0,5.0,67.6,57.0,48.0,19.76866206904251,1043.0,3.122754491017964,60,0.0,0,7,2,0,0,688638,Pass
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,120,0.0,0,7,0,2,1,688710,Withdrawn
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0,4,2,2,1,688927,Withdrawn
0,5.0,67.0,5.0,46.6,62.0,1.0,26.04419321077157,979.0,3.25249169435216,60,1.0,0,5,2,0,0,688954,Pass
1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,91.0,2.333333333333333,180,0.0,0,2,2,2,1,688997,Withdrawn
0,3.0,52.0,3.0,31.0,17.0,1.0,26.66458325194677,315.0,2.8378378378378377,60,1.0,0,2,0,1,1,689069,Fail
0,5.0,100.0,5.0,49.8,9.0,25.0,29.83621959967449,70.0,2.413793103448276,60,2.0,0,1,2,1,1,689089,Fail
0,5.0,100.0,5.0,76.2,25.0,67.0,13.6638208419168,669.0,4.52027027027027,60,0.0,0,1,0,0,0,689094,Pass
0,5.0,100.0,5.0,63.4,88.0,50.0,20.80384579831335,1327.0,3.2365853658536587,60,0.0,0,2,2,0,0,689095,Pass
0,5.0,100.0,5.0,60.4,66.0,42.0,23.03909720453473,2124.0,4.894009216589862,60,0.0,0,5,0,0,0,689097,Pass
0,1.0,100.0,1.0,100.0,1.0,100.0,0.0,1.0,1.0,60,0.0,0,4,2,1,1,689107,Fail
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,2,2,2,1,689112,Withdrawn
0,5.0,100.0,5.0,70.4,9.0,55.0,17.812916661793487,103.0,2.191489361702128,60,0.0,0,5,2,0,0,689113,Pass
0,4.0,100.0,4.0,80.0,35.0,55.0,19.57890020745122,648.0,3.256281407035176,60,0.0,0,3,2,0,0,689124,Pass
0,4.0,100.0,4.0,80.75,22.0,68.0,14.908051515875574,330.0,2.773109243697479,60,0.0,0,3,0,0,0,689129,Pass
0,5.0,100.0,5.0,73.8,74.0,55.0,18.36300628982085,914.0,2.778115501519757,60,0.0,0,9,0,0,0,689131,Pass
0,5.0,100.0,5.0,63.6,49.0,45.0,23.765521244020714,783.0,3.24896265560166,60,0.0,0,7,2,0,0,689132,Pass
0,5.0,100.0,5.0,81.0,28.0,70.0,11.247221879201993,509.0,2.7513513513513512,60,0.0,0,5,2,0,0,689139,Pass
0,5.0,100.0,5.0,57.2,21.0,33.0,25.723530084341068,423.0,2.958041958041958,60,1.0,0,3,0,0,0,689141,Pass
0,5.0,100.0,5.0,66.0,12.0,45.0,20.73644135332772,290.0,4.264705882352941,60,0.0,0,3,0,0,0,689147,Pass
0,5.0,100.0,5.0,83.4,68.0,72.0,11.216059914247962,1223.0,3.314363143631436,60,0.0,0,6,0,0,0,689148,Distinction
0,5.0,100.0,5.0,69.6,44.0,52.0,20.11964214393487,674.0,2.892703862660944,60,0.0,0,1,0,0,0,689157,Pass
1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.0,2.8823529411764706,60,0.0,0,5,2,2,1,689173,Withdrawn
0,2.0,100.0,2.0,81.0,14.0,62.0,26.87005768508881,328.0,4.151898734177215,60,0.0,0,9,2,1,1,689178,Fail
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0,4,0,2,1,689180,Withdrawn
0,4.0,100.0,4.0,76.25,30.0,60.0,19.73786547054502,489.0,2.8430232558139537,60,0.0,0,4,0,1,1,689185,Fail
